plot_no,area_in_marla,plot_type,is_park_facing,is_cornered,status,total_value,received_value,remaining_value,block,sector,short_sector,short_block,is_main_boulevard,length,width,price
37,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
38,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
39,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
40,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
41,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
42,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
43,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
44,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
45,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
46,10,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
47,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
48,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
49,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
50,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
51,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
52,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
53,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
54,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
55,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
56,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
57,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
58,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
59,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
60,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
61,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
62,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
63,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
64,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
65,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
66,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
67,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
68,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
69,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
70,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
71,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
72,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
73,20,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
74,20,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
75,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
76,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
77,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
78,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
79,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
80,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
81,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
82,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
83,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
84,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
85,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
86,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
87,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
88,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
89,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
90,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
91,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
92,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
93,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
94,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
95,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
96,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
97,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
98,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
99,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,1999999
100,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
101,20,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
102,20,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
103,20,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
104,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
105,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
106,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
107,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
108,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
109,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
110,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
111,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
112,20,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
113,20,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
114,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
115,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
116,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
117,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
118,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
119,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
120,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
121,8,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
122,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
123,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
124,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
125,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
126,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
127,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
128,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
129,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
130,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
131,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
132,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
133,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
134,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
135,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
136,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
137,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
138,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
139,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
140,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
141,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
142,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
143,9,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
144,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
145,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
146,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
147,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
148,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
149,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
150,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
151,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
152,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
153,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
154,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
155,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
156,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
157,6,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
158,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
159,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
160,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
161,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
162,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
163,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
164,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
165,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
166,6,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
167,6,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
168,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
169,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
170,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
171,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
172,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
173,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
174,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
175,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
176,6,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
177,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
178,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
179,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
180,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
181,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
182,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
183,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
184,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
185,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
186,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
187,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
188,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
189,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
190,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
191,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
192,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
193,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
194,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
195,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
196,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
197,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
198,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
199,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
200,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
201,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
202,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
203,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
204,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
205,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
206,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
207,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
208,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
209,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
210,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
211,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
212,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
213,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
214,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
215,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
216,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
217,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
218,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
219,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
220,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
221,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
222,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
223,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
224,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
225,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
226,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
227,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
228,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
229,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
230,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
231,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
232,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
233,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
234,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
235,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
236,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
237,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
238,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
239,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
240,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
241,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
242,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
243,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
