plot_no,area_in_marla,plot_type,is_park_facing,is_cornered,status,total_value,received_value,remaining_value,block,sector,short_sector,short_block,is_main_boulevard,length,width,price
244,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
245,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
246,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
247,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
248,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
249,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
250,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
251,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
252,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
253,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
254,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
255,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
256,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
257,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
258,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
259,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
260,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
261,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
262,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
263,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
264,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
265,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
266,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
267,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
268,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
269,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
270,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
271,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
272,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
273,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
274,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
275,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
276,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
277,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
278,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
279,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
280,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
281,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
282,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
283,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
284,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
285,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
286,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
287,5,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
288,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
289,5,RESIDENTIAL,TRUE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
290,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
291,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
292,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
293,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
294,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
295,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
296,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
297,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
298,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
299,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
300,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
301,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
302,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
303,5,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
304,5,RESIDENTIAL,TRUE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
305,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
306,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
307,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
308,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
309,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
310,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
311,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
312,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
313,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
314,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
315,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
316,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
317,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
318,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
319,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
320,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
321,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
322,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
323,6,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
324,8,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
325,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
326,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
327,7,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
328,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
329,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
330,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
331,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
332,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
333,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
334,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
335,7,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
336,8,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
337,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
338,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
339,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
340,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
341,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
342,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
343,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
344,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
345,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
346,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
347,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
348,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
349,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
350,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
351,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
352,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
353,5,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
354,4,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
355,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
356,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
357,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
358,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
359,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
360,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
361,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
362,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
363,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
364,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
365,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
366,4,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
367,4,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
368,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
369,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
370,4,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
371,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
372,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
373,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
374,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
375,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
376,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
377,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
378,4,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
379,4,RESIDENTIAL,TRUE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
380,3,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
381,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
382,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
383,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
384,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
385,3,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
386,3,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
387,3,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
388,3,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
389,3,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
390,3,RESIDENTIAL,TRUE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
391,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
392,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
393,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
394,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
395,3,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
396,3,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
397,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
398,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
399,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
400,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
401,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
402,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
403,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
404,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
405,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
406,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
407,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
408,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
409,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
410,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
411,3,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
412,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
413,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
414,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
415,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
416,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
417,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
418,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
419,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
420,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
421,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
422,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
423,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
424,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
425,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
426,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
427,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
428,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
429,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
430,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
431,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
432,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
433,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
434,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
435,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
436,4,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
437,3,RESIDENTIAL,FALSE,TRUE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
438,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
439,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
440,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
441,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
442,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
443,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
444,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
445,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
446,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
447,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
448,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
449,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
450,3,RESIDENTIAL,FALSE,FALSE,OPEN,,,,ALI UL MURTAZA BLOCK,C,C,AM,FALSE,,,28767897
